fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5221779059466379,1.0610418508492359,-1.3763569808910199,-0.6611228640148987,-0.16386517656527688,-0.4482102750050268,-0.315210620331179,0.7755247286751591,1.4157079682993334,-0.6205039515159272,-0.9940334726086547,5
-0.25087170522790003,2.137072571457241,-1.3763569808910199,0.8875764427234498,1.306134634655367,1.1364657555331916,0.9247972797479692,0.15654336366673374,-0.9234906408965924,0.42475329040951126,-0.59076081068441,5
-0.25087170522790003,1.419718757718571,-1.1568464337175723,0.2238481684070143,0.9052255952315549,0.004554305148749887,0.436309319110729,0.28033963666840506,-0.4707425229877059,0.1634389799281514,-0.59076081068441,5
2.0552310008813754,-1.4496964972361084,1.696790679537244,-0.6611228640148987,-0.23068334980257893,0.23093659522563822,0.6617653009433014,0.8993210016768304,-1.225322719502519,-0.44629441119502156,-0.59076081068441,6
-0.5221779059466379,0.8219239129363464,-1.3763569808910199,-0.8823656221203767,-0.23068334980257893,-0.22182798492813843,-0.0897546384986066,0.7755247286751591,1.4157079682993334,-0.6205039515159272,-0.9940334726086547,5
-0.18304515504821506,0.4632470060670111,-1.0470911601308488,-1.3248511383313333,-0.6315923892263903,0.004554305148749887,0.624189303971206,-0.09104918233667762,-0.16891044438177935,-1.4915516531204593,-0.9940334726086547,5
-0.5900044561263229,0.7621444284581238,-1.3763569808910199,-2.2098221707532466,-0.8988650821755985,0.004554305148749887,-0.8036985809684192,-1.2052156393517883,0.5102117324815572,-1.4044468829600067,-0.3891244797222885,7
-0.25087170522790003,0.343688037110566,-1.266601707304296,-0.4398801059094202,-0.364319696277183,-0.6745925650819151,-0.9164265718847054,0.15654336366673374,0.28383767352711053,-0.5333991813554748,-0.893215307127594,7
-0.9969637572044302,0.343688037110566,-0.9373358865441249,-0.8823656221203767,1.2393164614180585,0.004554305148749887,0.8496452858037784,-0.40053986484085596,-0.31982648368474265,-0.7947134918368337,-1.195669803570778,5
-1.743055809180961,0.5529162327843449,-1.3763569808910199,-1.3248511383313333,0.7047710755196488,0.11774545018719405,0.624189303971206,-1.390910048854364,1.9439141058597067,-0.9689230321577402,-0.48994264520334924,5
0.22391414602989218,-1.4496964972361084,1.696790679537244,-0.8823656221203767,0.9052255952315549,2.2683772059176333,2.2775331707434034,0.2184415001675694,-0.16891044438177935,1.0344866815326832,0.11496634768301699,7
0.49522034674863075,-1.8083734041054436,1.257769585190349,-0.8823656221203767,-0.09704700332797485,1.5892303356869681,0.6617653009433014,0.15654336366673374,0.5102117324815572,-0.881818261997287,-0.9940334726086547,6
